INSTCODE,NAME OF THE INSTITUTION,TYPE,INST_REG,DIST,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,COLLFEE,cutoff_rank,category,gender,Demand_Level
ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CAI,43000,138712,OC,BOYS,Medium
ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CIV,43000,159149,OC,BOYS,Medium
ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CSE,43000,101339,OC,BOYS,Medium
ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CSG,43000,165539,OC,BOYS,Medium
ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CSM,43000,163260,OC,BOYS,Medium
ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,ECE,43000,114341,OC,BOYS,Medium
GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,AID,43000,150159,OC,BOYS,Low
GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSE,43000,114383,OC,BOYS,Low
GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSM,43000,115718,OC,BOYS,Low
GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,ECE,43000,130054,OC,BOYS,Low
GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,MEC,43000,137558,OC,BOYS,Low
HIND,HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2011,AU,AIM,43000,144395,OC,BOYS,Low
HIND,HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2011,AU,CSE,43000,158707,OC,BOYS,Low
HIND,HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2011,AU,ECE,43000,125838,OC,BOYS,Low
JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,UNIV,AU,GTR,NARSARAOPET,COED,JNTUK,2016,AU,CIV,10000,66496,OC,BOYS,High
JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,UNIV,AU,GTR,NARSARAOPET,COED,JNTUK,2016,AU,CSE,10000,24973,OC,BOYS,High
JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,UNIV,AU,GTR,NARSARAOPET,COED,JNTUK,2016,AU,ECE,10000,26313,OC,BOYS,High
JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,UNIV,AU,GTR,NARSARAOPET,COED,JNTUK,2016,AU,EEE,10000,57801,OC,BOYS,High
JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,UNIV,AU,GTR,NARSARAOPET,COED,JNTUK,2016,AU,MEC,10000,73498,OC,BOYS,High
KHIT,KALLAM HARANADH REDDY INST OF TECH,PVT,AU,GTR,GUNTUR,COED,JNTUK,2010,AU,CAD,43000,85008,OC,BOYS,Medium
KHIT,KALLAM HARANADH REDDY INST OF TECH,PVT,AU,GTR,GUNTUR,COED,JNTUK,2010,AU,CSE,43000,80032,OC,BOYS,Medium
KHIT,KALLAM HARANADH REDDY INST OF TECH,PVT,AU,GTR,GUNTUR,COED,JNTUK,2010,AU,CSM,43000,63448,OC,BOYS,Medium
KHIT,KALLAM HARANADH REDDY INST OF TECH,PVT,AU,GTR,GUNTUR,COED,JNTUK,2010,AU,ECE,43000,72548,OC,BOYS,Medium
KHIT,KALLAM HARANADH REDDY INST OF TECH,PVT,AU,GTR,GUNTUR,COED,JNTUK,2010,AU,EEE,43000,129334,OC,BOYS,Medium
KHIT,KALLAM HARANADH REDDY INST OF TECH,PVT,AU,GTR,GUNTUR,COED,JNTUK,2010,AU,INF,43000,109364,OC,BOYS,Medium
KITG,KITS  AKSHAR INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSD,43000,67768,OC,BOYS,Medium
KITG,KITS  AKSHAR INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSE,43000,85748,OC,BOYS,Medium
KITG,KITS  AKSHAR INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSM,43000,52915,OC,BOYS,Medium
KITG,KITS  AKSHAR INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,ECE,43000,96509,OC,BOYS,Medium
KITG,KITS  AKSHAR INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,INF,43000,94396,OC,BOYS,Medium
KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSD,43000,39210,OC,BOYS,High
KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSE,43000,34379,OC,BOYS,High
KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSM,43000,29026,OC,BOYS,High
KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,ECE,43000,43890,OC,BOYS,High
KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,EEE,43000,61956,OC,BOYS,High
KITS,KKR AND KSR INST OF TECHNOLOGY AND SCI,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,INF,43000,38166,OC,BOYS,High
LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,GTR,SATTENAPALLY,COED,JNTUK,2001,AU,CIV,43000,170054,OC,BOYS,Medium
LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,GTR,SATTENAPALLY,COED,JNTUK,2001,AU,CSD,43000,119430,OC,BOYS,Medium
LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,GTR,SATTENAPALLY,COED,JNTUK,2001,AU,CSE,43000,140730,OC,BOYS,Medium
LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,GTR,SATTENAPALLY,COED,JNTUK,2001,AU,CSM,43000,110078,OC,BOYS,Medium
LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,GTR,SATTENAPALLY,COED,JNTUK,2001,AU,ECE,43000,98799,OC,BOYS,Medium
MAMN,M.A.M COLLEGE OF PHARMACY,PVT,AU,GTR,NARSARAOPET,COED,ANU,2007,AU,PHM,47100,177155,OC,BOYS,Low
MPLG,SRI MITTAPALLI COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,JNTUK,2006,AU,CAI,43000,119667,OC,BOYS,Low
MPLG,SRI MITTAPALLI COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,JNTUK,2006,AU,CSD,43000,126817,OC,BOYS,Low
MPLG,SRI MITTAPALLI COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,JNTUK,2006,AU,CSE,43000,115182,OC,BOYS,Low
MPLG,SRI MITTAPALLI COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,JNTUK,2006,AU,ECE,43000,117409,OC,BOYS,Low
NEWS,NEWTONS INST OF SCI AND TECH,PVT,AU,GTR,MACHERLA,COED,JNTUK,2010,AU,CIV,43000,76117,OC,BOYS,Low
NEWS,NEWTONS INST OF SCI AND TECH,PVT,AU,GTR,MACHERLA,COED,JNTUK,2010,AU,CSE,43000,165124,OC,BOYS,Low
NEWS,NEWTONS INST OF SCI AND TECH,PVT,AU,GTR,MACHERLA,COED,JNTUK,2010,AU,ECE,43000,177131,OC,BOYS,Low
NEWT,NEWTON INSTITUTE OF ENGINEERING,PVT,AU,GTR,MACHERLA,COED,JNTUK,2001,AU,CSE,43000,162974,OC,BOYS,Low
NEWT,NEWTON INSTITUTE OF ENGINEERING,PVT,AU,GTR,MACHERLA,COED,JNTUK,2001,AU,CSM,43000,170517,OC,BOYS,Low
NEWT,NEWTON INSTITUTE OF ENGINEERING,PVT,AU,GTR,MACHERLA,COED,JNTUK,2001,AU,ECE,43000,165936,OC,BOYS,Low
NRIT,NRI INSTT OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,AIM,43000,103098,OC,BOYS,Medium
NRIT,NRI INSTT OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CIV,43000,133216,OC,BOYS,Medium
NRIT,NRI INSTT OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSD,43000,114935,OC,BOYS,Medium
NRIT,NRI INSTT OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSE,43000,108608,OC,BOYS,Medium
NRIT,NRI INSTT OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,ECE,43000,106428,OC,BOYS,Medium
NRIT,NRI INSTT OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,EVT,43000,139945,OC,BOYS,Medium
NRIT,NRI INSTT OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,INF,43000,135599,OC,BOYS,Medium
NRML,NIRMALA COLL. OF PHARM,PVT,AU,GTR,MANGALAGIRI,COED,ANU,2006,AU,PHD,56200,177810,OC,BOYS,Low
NRML,NIRMALA COLL. OF PHARM,PVT,AU,GTR,MANGALAGIRI,COED,ANU,2006,AU,PHM,51700,133156,OC,BOYS,Low
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CAI,73800,78592,OC,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CSC,73800,89409,OC,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CSD,73800,61708,OC,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CSE,73800,68909,OC,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CSM,73800,60695,OC,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,ECE,73800,83149,OC,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,INF,73800,84591,OC,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,MEC,73800,159388,OC,BOYS,Medium
NVRT,N.V.R.COLLEGE OF ENGG TECHNOLOGY,PVT,AU,GTR,TENALI,COED,JNTUK,2009,AU,CSE,43000,142754,OC,BOYS,Low
NVRT,N.V.R.COLLEGE OF ENGG TECHNOLOGY,PVT,AU,GTR,TENALI,COED,JNTUK,2009,AU,CSM,43000,150976,OC,BOYS,Low
PIIT,PRIYADARSHINI INST OF TECH AND MGMT,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,AID,43000,147833,OC,BOYS,Low
PIIT,PRIYADARSHINI INST OF TECH AND MGMT,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSE,43000,145984,OC,BOYS,Low
PITT,PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES,PVT,AU,GTR,TENALI,COED,JNTUK,2007,AU,AID,43000,86174,OC,BOYS,Low
PITT,PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES,PVT,AU,GTR,TENALI,COED,JNTUK,2007,AU,CSE,43000,160654,OC,BOYS,Low
PITT,PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES,PVT,AU,GTR,TENALI,COED,JNTUK,2007,AU,ECE,43000,154955,OC,BOYS,Low
RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSD,43000,149951,OC,BOYS,Low
RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSE,43000,160116,OC,BOYS,Low
RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSM,43000,101751,OC,BOYS,Low
RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,ECE,43000,145328,OC,BOYS,Low
RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,EVT,43000,156631,OC,BOYS,Low
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CHE,105000,56998,OC,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CIV,105000,107432,OC,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CSB,105000,19739,OC,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CSD,105000,11209,OC,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CSE,105000,9847,OC,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CSM,105000,10609,OC,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CSO,105000,15066,OC,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,ECE,105000,18260,OC,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,EEE,105000,53215,OC,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,INF,105000,13885,OC,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,MEC,105000,60982,OC,BOYS,High
TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CSE,65800,82277,OC,BOYS,Medium
TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CSM,65800,69686,OC,BOYS,Medium
TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,ECE,65800,89039,OC,BOYS,Medium
TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,EEE,65800,130332,OC,BOYS,Medium
TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,INF,65800,103592,OC,BOYS,Medium
UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,AIM,43000,112040,OC,BOYS,Low
UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSE,43000,136130,OC,BOYS,Low
UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,ECE,43000,163033,OC,BOYS,Low
UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,MEC,43000,126698,OC,BOYS,Low
VCPG,VAGDEVI COLLEGE OF PHARMACY,PVT,AU,GTR,GURAZALA,COED,ANU,2006,AU,PHM,38000,176254,OC,BOYS,Low
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,CAI,70000,26389,OC,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,CIV,70000,108920,OC,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,CSD,70000,31360,OC,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,CSE,70000,28287,OC,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,CSM,70000,17640,OC,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,ECE,70000,38390,OC,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,EEE,70000,71962,OC,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,INF,70000,35030,OC,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,MEC,70000,82692,OC,BOYS,High
VNRC,VELAGA NAGESWARA RAO COLL OF ENGINEERING,PVT,AU,GTR,PONNUR,COED,JNTUK,2008,AU,CSD,43000,165597,OC,BOYS,Low
VNRC,VELAGA NAGESWARA RAO COLL OF ENGINEERING,PVT,AU,GTR,PONNUR,COED,JNTUK,2008,AU,CSE,43000,146664,OC,BOYS,Low
VPCV,VIGNAN PHARMACY COLLEGE,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2006,AU,PHM,72000,44335,OC,BOYS,Medium
VRIT,VARAPRASAD REDDY INST OF TECHNOLOGY,PVT,AU,GTR,SATTENAPALLY,COED,JNTUK,2001,AU,ECE,43000,73634,OC,BOYS,Medium
VRIT,VARAPRASAD REDDY INST OF TECHNOLOGY,PVT,AU,GTR,SATTENAPALLY,COED,JNTUK,2001,AU,IOT,43000,48793,OC,BOYS,Medium
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,AID,65200,21387,OC,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CAI,65200,22465,OC,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CIC,65200,23746,OC,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CIV,65200,89410,OC,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSE,65200,16317,OC,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSM,65200,17262,OC,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSO,65200,26416,OC,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,ECE,65200,20615,OC,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,EEE,65200,68252,OC,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,INF,65200,22798,OC,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,MEC,65200,103293,OC,BOYS,High
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CIV,50700,44051,OC,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CSD,50700,45500,OC,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CSE,50700,45798,OC,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CSM,50700,40194,OC,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,ECE,50700,76101,OC,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,EEE,50700,81720,OC,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,INF,50700,69615,OC,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CBA,52900,122940,OC,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CIC,52900,103322,OC,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CIV,52900,135676,OC,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CSD,52900,69085,OC,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CSE,52900,104715,OC,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CSM,52900,80003,OC,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,ECA,52900,170405,OC,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,ECE,52900,119641,OC,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,EEE,52900,130292,OC,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,EVT,52900,107485,OC,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,CSD,43000,54323,OC,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,CSE,43000,50582,OC,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,CSM,43000,51874,OC,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,ECE,43000,64187,OC,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,EII,43000,114105,OC,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,INF,43000,69544,OC,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,MEC,43000,124733,OC,BOYS,Medium
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,AID,74600,27414,OC,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,CIV,74600,83355,OC,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,CSE,74600,26245,OC,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,CSM,74600,22857,OC,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,ECE,74600,38839,OC,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,EEE,74600,71969,OC,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,INF,74600,39425,OC,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,IOT,74600,55123,OC,BOYS,High
KRUESF,KRISHNA UNIVERSITY COLLEGE OF ENGG AND TECHNOLOGY-SELF FINAN,SF,AU,KRI,MACHILIPATNAM,COED,KSUM,2017,AU,CSE,40500,78623,OC,BOYS,Medium
